	Seg5	Seg3	Feature5	Feature3	Origami	Length	DMS5M	DMS3M	DMS5aM	DMS3aM	DMSallM	DMSintM	DMS5A	DMS3A	DMS5aA	DMS3aA	DMSallA	DMSintA	DMS5C	DMS3C	DMS5aC	DMS3aC	DMSallC	DMSintC	GC	Tm
193	282	292	scaf_stapEND3_0	scaf_stapSX_5	rO66v2	11	0.017772816609845005			0.01663385441865071	0.008639218243964153	0.00721363214103944	0.017772816609845005			0.01663385441865071	0.01719390717950808	0.016633854418650718					0.005460189182447945	0.005460189182447945	0.7272727272727273	47.64346935084717
194	293	301	scaf_stapSXEND3_0	scaf_vertex_5	rO66v2	9	0.023742981062588712	0.05374399614272848	0.0026784385595118526		0.014718222303429718	0.006064264226173223	0.023742981062588712	0.05374399614272848			0.02597246968787081	0.013730126634507017			0.0026784385595118526		0.0026784385595118518	0.0026784385595118518	0.5555555555555556	24.686962325298623
195	302	314	scaf_vertex_3	scaf_stapDX_5	rO66v2	13	0.004393139880320842	0.0024281171988098102	0.01390535158699845	0.007034030235727388	0.0026893036202411498	0.002561794040455214			0.01390535158699845	0.007034030235727388	0.009719377741069209	0.009719377741069209	0.004393139880320842	0.0024281171988098102			0.00155059210635676	0.0011510326976265698	0.6923076923076923	56.03609160790256
196	315	336	scaf_stapDX_3	scaf_stapDX_5	rO66v2	22	0.0020276030216865425		0.004267979199969821	0.003629659730179613	0.004734236199695346	0.005113623384744386	0.0020276030216865425		0.004267979199969821		0.007184596479591702	0.008607774362398105				0.003629659730179613	0.0020556302657597477	0.0020556302657597477	0.4090909090909091	54.390136586274764
197	337	358	scaf_stapDX_3	scaf_stapSX_5	rO66v2	22	0.003416886573582877				0.006943217042772324	0.007586684323639686					0.012708815919575619	0.012708815919575619	0.003416886573582877				0.003261221573382138	0.003210925442129842	0.6363636363636364	66.23328744616515
198	359	367	scaf_stapSXEND3_0	scaf_vertex_5	rO66v2	9					0.005611293011331003	0.005611293011331003					0.012340843082610683	0.012340843082610683					0.0037837462708733543	0.0037837462708733543	0.5555555555555556	26.218208668601676
199	368	380	scaf_vertex_3	scaf_stapDX_5	rO66v2	13			0.0032041134169861415		0.007622627965363835	0.007622627965363835					0.010175841606408303	0.010175841606408303			0.0032041134169861415		0.0032041134169861407	0.0032041134169861407	0.46153846153846156	36.45154246245659
200	381	391	scaf_stapDX_3	scaf_stapSXEND5_0	rO66v2	11		0.002415601130774708			0.0035109548107242062	0.0037367316368223397					0.018445992368508954	0.018445992368508954		0.002415601130774708			0.0018081502916517695	0.0016818484184208228	0.6363636363636364	45.42737055922794
201	392	399	scaf_stapSX_3	scaf_stapEND5_0	rO66v2	8	0.0018023137970547046	0.03997632130411616	0.005206684302602479		0.006970479136255668	0.00611260934792709		0.03997632130411616	0.005206684302602479		0.012847505067766048	0.007283276253479477	0.0018023137970547046				0.002785661760508932	0.004305527404075127	0.5	13.20278502204144
202	400	405	scaf_stapEND3_0	scaf_scafDX_5	rO66v2	6	0.1296289166395526		0.05702320596792524	0.09984067471600956	0.08828881817567509	0.07767959884230329	0.1296289166395526		0.05702320596792524		0.08474324736369757	0.06851832024334252				0.09984067471600956	0.09984067471600958	0.09984067471600958	0.16666666666666666	-23.878754682970424
203	406	423	scaf_scafDX_3	scaf_stapSX_5	rO66v2	18	0.00633313042576167		0.0011139300551240882		0.006673174617705076	0.0067169442912414					0.01984827095302811	0.01984827095302811	0.00633313042576167		0.0011139300551240882		0.002790103646195048	0.0022731118855850363	0.5555555555555556	56.29210434423351
204	424	434	scaf_stapSXEND3_0	scaf_stapDX_5	rO66v2	11	0.03701001317979695		0.01876158598461807	0.00307895273663512	0.005819091484211	0.004467603327218672	0.03701001317979695		0.01876158598461807		0.01529583974574544	0.011393522646353616				0.00307895273663512	0.002213793179353601	0.002213793179353601	0.5454545454545454	36.238722875374435
205	435	443	scaf_stapDX_3	scaf_vertex_5	rO66v2	9		0.03331777310944183		0.021565185224480945	0.02052212244339446	0.017461077656432587		0.03331777310944183		0.021565185224480945	0.02052212244339446	0.017461077656432587							0.4444444444444444	14.259283811462922
206	444	456	scaf_vertex_3	scaf_stapSXEND5_0	rO66v2	13		0.0025282457430906274		0.0014393478240367432	0.00630679174608026	0.007070207197775903					0.010418591929828174	0.010418591929828174		0.0025282457430906274		0.0014393478240367432	0.0023110397501176325	0.0022095380295625677	0.5384615384615384	36.07907800854605
207	457	467	scaf_stapSX_3	scaf_stapSXEND5_0	rO66v2	11	0.005175394132514724		0.003454434777688184		0.006340151617349893	0.006783987647917069					0.01798558976644174	0.01798558976644174	0.005175394132514724		0.003454434777688184		0.004478761783064296	0.004166440950163321	0.9090909090909091	52.642459337133346
208	468	475	scaf_stapSX_3	scaf_stapEND5_0	rO66v2	8	0.013629998090226202	0.018135782582862962		0.01674649903096663	0.010858404877540606	0.008483974478193488	0.013629998090226202	0.018135782582862962		0.01674649903096663	0.010858404877540606	0.008483974478193488							0.25	-2.687832407138501
209	476	481	scaf_stapEND3_0	scaf_scafDX_5	rO66v2	6	0.02222853683034136	0.013041742892576404		0.016771531167036835	0.018551703184687806	0.019643738395439352	0.02222853683034136				0.021577619451288332	0.021259343830917782		0.013041742892576404		0.016771531167036835	0.01478952323083224	0.016771531167036835	0.5	-10.200420988160829
210	482	499	scaf_scafDX_3	scaf_stapSX_5	rO66v2	18		0.10747547621742186		0.0020025708856163385	0.004929201233008958	0.0034998600504235217		0.10747547621742186			0.007525448571136844	0.004421574988694737				0.0020025708856163385	0.00261302029541889	0.00261302029541889	0.4444444444444444	49.39007651037741
211	500	510	scaf_stapSXEND3_0	scaf_stapSX_5	rO66v2	11	0.06086563885470158			0.01863642530426705	0.012004584530465058	0.0069877729268899786	0.06086563885470158			0.01863642530426705	0.02343025257325995	0.01453715305476318					0.0016145727765281726	0.0016145727765281726	0.6363636363636364	39.48216153013169
212	511	519	scaf_stapSXEND3_0	scaf_vertex_5	rO66v2	9	0.03559569749183041		0.00906163325741393	0.02557032699571362	0.014229197992436379	0.011314259912793964			0.00906163325741393	0.02557032699571362	0.01522198822451613	0.01522198822451613	0.03559569749183041				0.013603576908281923	0.00840970808058325	0.5555555555555556	22.06363166880101
213	520	532	scaf_vertex_3	scaf_stapDX_5	rO66v2	13			0.0042804952680049226	0.0068713213512710605	0.007442544020353392	0.007442544020353392					0.026458967826205864	0.026458967826205864			0.0042804952680049226	0.0068713213512710605	0.004876455326731147	0.004876455326731147	0.6923076923076923	51.240056294977364
214	533	543	scaf_stapDX_3	scaf_stapSXEND5_0	rO66v2	11		0.008986536849203319	0.00704654630376249		0.0035036084771373727	0.0025595088652386366		0.008986536849203319	0.00704654630376249		0.007957640857589586	0.0070465463037624925					0.00154257682405475	0.00154257682405475	0.2727272727272727	27.874735941316885
215	544	551	scaf_stapSX_3	scaf_stapEND5_0	rO66v2	8			0.004956362941900438		0.005690504350324939	0.005690504350324939			0.004956362941900438		0.005690504350324939	0.005690504350324939							0.375	7.639782238579244
216	552	557	scaf_stapEND3_0	scaf_scafDX_5	rO66v2	6	0.017422366704862143	0.015845342132439277	0.014781476349455596		0.01304500919610486	0.01024199108518481		0.015845342132439277	0.014781476349455596		0.015304167732342834	0.014781476349455596	0.017422366704862143				0.011119341339080442	0.007096610575902896	0.6666666666666666	0.9883926950291197
217	558	575	scaf_scafDX_3	scaf_stapSX_5	rO66v2	18	0.002515729675055525			0.013216967845067833	0.006422956099443278	0.00734324386174388				0.013216967845067833	0.01036548817090821	0.01036548817090821	0.002515729675055525				0.0028927458272524943	0.0031019402446371665	0.3333333333333333	45.48624767677825
218	576	586	scaf_stapSXEND3_0	scaf_stapDX_5	rO66v2	11				0.010500981081450674	0.00810658718280552	0.00810658718280552				0.010500981081450674	0.011067454558870371	0.011067454558870371					0.0043492931223645176	0.0043492931223645176	0.36363636363636365	26.46528377125918
219	587	595	scaf_stapDX_3	scaf_vertex_5	rO66v2	9	0.00745957654892086	0.010663689965907		0.0026909546275469547	0.007550299757112492	0.00639171711380216	0.00745957654892086				0.010641955670740525	0.015181990526578868		0.010663689965907		0.0026909546275469547	0.005356818632405194	0.002690954627546954	0.7777777777777778	38.877055595299055
220	596	608	scaf_vertex_3	scaf_stapSXEND5_0	rO66v2	13		0.020388674829181344	0.01018807938057312		0.007625025990017601	0.006625524014448997		0.020388674829181344	0.01018807938057312		0.011841190148451527	0.010621763473915425					0.0020360069107513683	0.0020360069107513683	0.5384615384615384	37.892349412985425
221	609	619	scaf_stapSX_3	scaf_stapEND5_0	rO66v2	11					0.00664331994031566	0.00664331994031566					0.009890798512600657	0.009890798512600657					0.004462096743065822	0.004462096743065822	0.45454545454545453	28.368183655285804
222	620	630	scaf_stapEND3_0	scaf_stapDX_5	rO66v2	11			0.011001623802854757		0.00833638626457926	0.00833638626457926					0.007256686292622806	0.007256686292622806			0.011001623802854757		0.011001623802854757	0.011001623802854757	0.45454545454545453	29.40925141316478
223	631	641	scaf_stapDX_3	scaf_stapEND5_0	rO66v2	11	0.0028161153078979755	0.02693457841153975	0.010150531176467813		0.008478912696859991	0.0083287546248877		0.02693457841153975	0.010150531176467813		0.011168956413805544	0.0083287546248877	0.0028161153078979755				0.002816115307897976		0.45454545454545453	29.411989591266376
224	642	652	scaf_stapEND3_0	scaf_stapDX_5	rO66v2	11	0.0019900548175812364		0.0026909546275469547	0.002653406423441648	0.003346531215855864	0.003571174817700756					0.0066052192957913045	0.0066052192957913045	0.0019900548175812364		0.0026909546275469547	0.002653406423441648	0.002382038080752345	0.0024692521024249014	0.7272727272727273	44.36976642454022
225	653	661	scaf_stapDX_3	scaf_vertex_5	rO66v2	9				0.027347608656698122	0.011881002116778153	0.011881002116778153				0.027347608656698122	0.027671113003062017	0.027671113003062017					0.002190311906142871	0.002190311906142871	0.4444444444444444	12.735962358960762
226	662	674	scaf_vertex_3	scaf_stapSXEND5_0	rO66v2	13	0.007609769365342086		0.0027285028316522612		0.007093937960610466	0.006970538960730051					0.01562943713989927	0.01562943713989927	0.007609769365342086		0.0027285028316522612		0.004189704739115376	0.003108775637160835	0.6153846153846154	54.32951701273987
227	675	696	scaf_stapSX_3	scaf_stapDX_5	rO66v2	22			0.011965361041557623		0.005686072357235861	0.005686072357235861			0.011965361041557623		0.009911872032787898	0.009911872032787898					0.0015548124328453798	0.0015548124328453798	0.45454545454545453	54.34604907353952
228	697	718	scaf_stapDX_3	scaf_stapDX_5	rO66v2	22			0.0106511738978719		0.0048680328145729096	0.0048680328145729096			0.0106511738978719		0.01267146867316241	0.01267146867316241					0.0012755299398499063	0.0012755299398499063	0.5	57.8397309629932
229	719	727	scaf_stapDX_3	scaf_vertex_5	rO66v2	9		0.0550957314905195	0.00195250661347593		0.008153913255543042	0.005564366325084881		0.0550957314905195	0.00195250661347593		0.008153913255543042	0.005564366325084881							0.1111111111111111	-1.33131528353897
230	728	740	scaf_vertex_3	scaf_stapSXEND5_0	rO66v2	13			0.0042554631319347185		0.006620021748290115	0.006620021748290115					0.02237923364382693	0.02237923364382693			0.0042554631319347185		0.0019582747401148243	0.0019582747401148243	0.5384615384615384	45.34324334153803
231	741	748	scaf_stapSX_3	scaf_stapEND5_0	rO66v2	8					0.00331675802930206	0.00331675802930206											0.00331675802930206	0.00331675802930206	0.875	33.023019495861774
232	749	755	scaf_stapEND3_0	scaf_scafDX_5	rO66v2	7				0.016771531167036835	0.013681801505819475	0.013681801505819475				0.016771531167036835	0.013681801505819475	0.013681801505819475							0.42857142857142855	-9.714430244807886
233	756	774	scaf_scafDX_3	scaf_stapSX_5	rO66v2	19			0.0021652797700726658	0.015845342132439277	0.005760733884548562	0.0057607338845485564				0.015845342132439277	0.010883852717546723	0.010883852717546723			0.0021652797700726658		0.002364019387633572	0.002364019387633572	0.5263157894736842	55.91902228354945
234	775	783	scaf_stapSXEND3_0	scaf_vertex_5	rO66v2	9	0.03393106044316183	0.019975644584022973			0.015570720908295907	0.005569650275620441	0.03393106044316183				0.033931060443161826			0.019975644584022973			0.010547860179349154	0.005569650275620441	0.5555555555555556	26.401363995136705
235	784	796	scaf_vertex_3	scaf_stapDX_5	rO66v2	13		0.016971788255598468	0.0023154725864938915		0.004567194355678611	0.0038760532009213967		0.016971788255598468			0.01226651978997177	0.011008275337126833			0.0023154725864938915		0.002072010714466559	0.002072010714466559	0.5384615384615384	47.694555144371066
236	797	807	scaf_stapDX_3	scaf_stapEND5_0	rO66v2	11				0.005131587894391867	0.007616617721308113	0.007616617721308113					0.009279345651946151	0.009279345651946151				0.005131587894391867	0.005131587894391869	0.005131587894391869	0.45454545454545453	30.72495672321611
237	808	818	scaf_stapEND3_0	scaf_stapDX_5	rO66v2	11	0.005469521731339624		0.001764765592949398		0.006284356635908215	0.006506369012892146					0.015203597097711716	0.015203597097711716	0.005469521731339624		0.001764765592949398		0.00348714872818401	0.0027843961833410235	0.45454545454545453	33.38862155192487
238	819	829	scaf_stapDX_3	scaf_stapEND5_0	rO66v2	11	0.0068462892152008565		0.023742981062588712		0.0038251687514407654	0.003307116078204012			0.023742981062588712		0.02374298106258871	0.02374298106258871	0.0068462892152008565				0.002423424184313214	0.0017143026753811724	0.7272727272727273	46.589787583071825
239	830	840	scaf_stapEND3_0	scaf_stapSX_5	rO66v2	11					0.007622924802620824	0.007622924802620817					0.015672041434905255	0.015672041434905255					0.002585923853551095	0.002585923853551095	0.5454545454545454	32.88946996577107
240	841	849	scaf_stapSXEND3_0	scaf_vertex_5	rO66v2	9		0.034369122824390405		0.04063967290997656	0.015556304901487879	0.01194407292115659		0.034369122824390405		0.04063967290997656	0.037373117474811174	0.040639672909976554					0.006475205670256398	0.006475205670256398	0.4444444444444444	22.79231032048085
241	850	862	scaf_vertex_3	scaf_stapDX_5	rO66v2	13				0.003047662566547365	0.0037441327301608296	0.0037441327301608296					0.01938113135235562	0.01938113135235562				0.003047662566547365	0.0024822428246289337	0.0024822428246289337	0.7692307692307693	60.79690485420093
242	863	870	scaf_stapDX_3	scaf_stapEND5_0	rO66v2	8	0.020926865754690733	0.051484845862392555	0.005069007554216356	0.005901326078550648	0.012716627823362801	0.007915202682642659	0.020926865754690733	0.051484845862392555			0.027937476818304573	0.020238482012760118			0.005069007554216356	0.005901326078550648	0.005788376103169463	0.005788376103169468	0.375	13.716226920267786
243	871	877	scaf_stapEND3_0	scaf_scafDX_5	rO66v2	7	0.06496465113619752		0.04927575985419703	0.03734794701674471	0.040105688903038124	0.03554988484033197	0.06496465113619752			0.03734794701674471	0.04925744967612522	0.0373479470167447			0.04927575985419703		0.034969977505895575	0.034969977505895575	0.5714285714285714	19.071439929251426
244	878	896	scaf_scafDX_3	scaf_stapDX_5	rO66v2	19		0.010888979190538838	0.00555713420758534		0.005906705801947939	0.005587224000338126		0.010888979190538838			0.010591501939002285	0.01054271857615329			0.00555713420758534		0.0026078838604524568	0.0026078838604524568	0.5263157894736842	53.611933049676054
245	897	905	scaf_stapDX_3	scaf_vertex_5	rO66v2	9			0.008761247624571481	0.01653372587436989	0.0072821798773198745	0.0072821798773198745			0.008761247624571481	0.01653372587436989	0.0072821798773198745	0.0072821798773198745							0.2222222222222222	6.02408573809123
246	906	918	scaf_vertex_3	scaf_stapSXEND5_0	rO66v2	13	0.007271835528394328	0.08363236661055233	0.012328327014575582	0.0023279886545289935	0.008684121265628803	0.006444902539239762		0.08363236661055233	0.012328327014575582		0.019698429420757734	0.013722900179017098	0.007271835528394328			0.0023279886545289935	0.0031195627623753913	0.002352756350209375	0.6153846153846154	44.152479350715225
247	919	926	scaf_stapSX_3	scaf_stapEND5_0	rO66v2	8	0.009674920591133934				0.006195655953960897	0.0039675935671273695							0.009674920591133934				0.006195655953960897	0.0039675935671273695	0.875	36.127016436693964
248	927	933	scaf_stapEND3_0	scaf_scafDX_5	rO66v2	7			0.09581050080870669	0.08796292615069766	0.07672592736288672	0.07672592736288672					0.0641250775718973	0.0641250775718973			0.09581050080870669	0.08796292615069766	0.09180289759641375	0.09180289759641375	0.5714285714285714	4.819809636213279
249	934	952	scaf_scafDX_3	scaf_stapSX_5	rO66v2	19		0.09142987699642095	0.0028161153078979755	0.014681347805174782	0.008899619021202999	0.006651304424630178		0.09142987699642095		0.014681347805174782	0.01665532468510213	0.011848028685408015			0.0028161153078979755		0.0025410197459138114	0.0025410197459138114	0.5263157894736842	54.54829037405477
250	953	961	scaf_stapSXEND3_0	scaf_vertex_5	rO66v2	9	0.006170421541305343	0.08249340441935803	0.009912725883800875		0.009087938798926764	0.00671168421460779		0.08249340441935803	0.009912725883800875		0.02216818219606363	0.014305411905990158	0.006170421541305343				0.0037256384345173816	0.0031489275032865575	0.5555555555555556	27.792182325153306
251	962	974	scaf_vertex_3	scaf_stapDX_5	rO66v2	13	0.0040176578392677785		0.0025407618111257294		0.004077277313739712	0.0040858662990310105					0.010025892848762189	0.010025892848762189	0.0040176578392677785		0.0025407618111257294		0.002376394649728989	0.002084034818219332	0.6923076923076923	52.85789592854485
252	975	982	scaf_stapDX_3	scaf_stapEND5_0	rO66v2	8			0.001852378069195113	0.015544956499596826	0.004656018811374134	0.004656018811374134				0.015544956499596826	0.010190801729697094	0.010190801729697094			0.001852378069195113		0.00212726257922341	0.00212726257922341	0.5	15.983338137722683
253	983	989	scaf_stapEND3_0	scaf_scafDX_5	rO66v2	7			0.05256748574742889		0.05239196777580284	0.05239196777580284					0.052217035842446025	0.052217035842446025			0.05256748574742889		0.05256748574742889	0.05256748574742889	0.42857142857142855	1.5522568798909333
254	990	1008	scaf_scafDX_3	scaf_stapDX_5	rO66v2	19			0.013292064253278444		0.008548508081285402	0.00854850808128541			0.013292064253278444		0.010047949286913178	0.010047949286913178					0.0032416616210914464	0.0032416616210914464	0.47368421052631576	48.41739063283734
255	1009	1017	scaf_stapDX_3	scaf_vertex_5	rO66v2	9		0.05925106607817341	0.010025370496116794	0.008198024562991886	0.007952303199783984	0.005321723208621742		0.05925106607817341	0.010025370496116794		0.015355518734066927	0.007817153750155294				0.008198024562991886	0.004118332130388775	0.004118332130388775	0.6666666666666666	36.321431439480136
256	1018	1030	scaf_vertex_3	scaf_stapSXEND5_0	rO66v2	13			0.029387727746419765		0.006394082024999743	0.006394082024999749			0.029387727746419765		0.016132575072479526	0.016132575072479526					0.0018615621830094277	0.0018615621830094277	0.6153846153846154	46.955452576652476
257	1031	1052	scaf_stapSX_3	scaf_stapDX_5	rO66v2	22				0.021001962162901348	0.005337769225499838	0.005337769225499838				0.021001962162901348	0.010815536562725622	0.010815536562725622					0.0022873565221530794	0.0022873565221530794	0.45454545454545453	63.643386082487154
258	1053	1074	scaf_stapDX_3	scaf_stapDX_5	rO66v2	22		0.046910222995562724		0.0027285028316522612	0.006338776018960682	0.005364965068703541		0.046910222995562724			0.009814679573718722	0.008248751023392164				0.0027285028316522612	0.0014760565922312427	0.0014760565922312427	0.3181818181818182	47.024898030752695
259	1075	1083	scaf_stapDX_3	scaf_vertex_5	rO66v2	9	0.0019149584093706234			0.017735268405739697	0.005460359878591083	0.009220452339936172				0.017735268405739697	0.0177352684057397	0.0177352684057397	0.0019149584093706234				0.0030297934168712222	0.004793654057444108	0.6666666666666666	25.72204950634324
260	1084	1096	scaf_vertex_3	scaf_stapSXEND5_0	rO66v2	13			0.005594682411690645		0.003362292245574249	0.003362292245574249									0.005594682411690645		0.003362292245574249	0.003362292245574249	0.8461538461538461	61.72411227742572
261	1097	1104	scaf_stapSX_3	scaf_stapEND5_0	rO66v2	8	0.0591759696699628	0.06231750274677343	0.023793045334729118		0.03744917368483136	0.023094404411925933	0.0591759696699628	0.06231750274677343	0.023793045334729118		0.03744917368483136	0.023094404411925933							0.25	-2.007763193215226
262	1105	1111	scaf_stapEND3_0	scaf_scafDX_5	rO66v2	7	0.04404404341552434	0.01822339505910868	0.01456870319285886		0.02269755737601062	0.014568703192858856	0.04404404341552434				0.044044043415524335			0.01822339505910868	0.01456870319285886		0.016293901735998192	0.014568703192858856	0.8571428571428571	22.613059684998348
263	1112	1130	scaf_scafDX_3	scaf_stapSX_5	rO66v2	19			0.0019024423413355215	0.0016145727765281726	0.004491593783611773	0.004491593783611773			0.0019024423413355215		0.009522637950881178	0.009522637950881178				0.0016145727765281726	0.0018691789057275064	0.0018691789057275064	0.47368421052631576	53.983563980157385
264	1131	1139	scaf_stapSXEND3_0	scaf_vertex_5	rO66v2	9			0.005269264642777991	0.0041428185196188	0.005294827805612917	0.005294827805612917					0.00846086199172903	0.00846086199172903			0.005269264642777991	0.0041428185196188	0.004528950605376145	0.004528950605376145	0.8888888888888888	42.22970140429726
265	1140	1152	scaf_vertex_3	scaf_stapDX_5	rO66v2	13	0.04655977309057986		0.004931330805830233		0.006366869703803332	0.00387172710625971	0.04655977309057986				0.020124809935796333	0.008698667284395969			0.004931330805830233		0.00295612012956977	0.00295612012956977	0.46153846153846156	44.453213281033015
266	1153	1163	scaf_stapDX_3	scaf_stapEND5_0	rO66v2	11					0.011289493367662102	0.011289493367662102					0.011289493367662102	0.011289493367662102							0.6363636363636364	40.91278493655261
267	1164	1174	scaf_stapEND3_0	scaf_stapDX_5	rO66v2	11			0.016358500921878464		0.006993860192131234	0.006993860192131234			0.016358500921878464		0.01635850092187846	0.01635850092187846					0.004573025976149711	0.004573025976149711	0.5454545454545454	40.1954719694798
268	1175	1185	scaf_stapDX_3	scaf_stapEND5_0	rO66v2	11	0.005544618139550236	0.009599824182923322	0.006070292997024526	0.010663689965907	0.00421528884010718	0.0033847865771970695	0.005544618139550236	0.009599824182923322	0.006070292997024526	0.010663689965907	0.007661486155059197	0.00804560268236544					0.001900406157268874	0.001900406157268874	0.5454545454545454	37.52666082984041
269	1186	1196	scaf_stapEND3_0	scaf_stapSX_5	rO66v2	11					0.002102699429897155	0.002102699429897155											0.002102699429897155	0.002102699429897155	0.6363636363636364	42.972216626345016
270	1197	1205	scaf_stapSXEND3_0	scaf_vertex_5	rO66v2	9	0.03378086762674061			0.0016020567084930708	0.008892689461001071	0.005699287546587261	0.03378086762674061				0.023899952181206087	0.016909207915422962				0.0016020567084930708	0.003308790128541957	0.003308790128541957	0.5555555555555556	30.590206681401526
271	1206	1218	scaf_vertex_3	scaf_stapDX_5	rO66v2	13		0.009149245733659645		0.014493606784648248	0.010307858619212427	0.01055662477901875		0.009149245733659645		0.014493606784648248	0.013749966451599885	0.015224068351135458					0.0024406332668449123	0.0024406332668449123	0.46153846153846156	37.72048453008949
272	1219	1240	scaf_stapDX_3	scaf_stapDX_5	rO66v2	22		0.0236804007224132		0.005600940445708196	0.00826746002787378	0.007441670036188518		0.0236804007224132		0.005600940445708196	0.012452447120466427	0.011360001055396545					0.0027734382292344656	0.0027734382292344656	0.4090909090909091	53.23733567196814
273	1241	1262	scaf_stapDX_3	scaf_stapSX_5	rO66v2	22	0.0038612069888290025	0.0045433326967420674		0.005112813792339214	0.007067173077719102	0.00777238415217381					0.010753480539987635	0.010753480539987635	0.0038612069888290025	0.0045433326967420674		0.005112813792339214	0.0036104422756285666	0.0032701534719691266	0.5454545454545454	56.783546726052805
274	1263	1271	scaf_stapSXEND3_0	scaf_vertex_5	rO66v2	9			0.0018774102052653173		0.0016196696824834582	0.0016196696824834582									0.0018774102052653173		0.0016196696824834582	0.0016196696824834582	0.8888888888888888	45.37470375867912
275	1272	1284	scaf_vertex_3	scaf_stapDX_5	rO66v2	13	0.03469454059330306		0.028999729637331603		0.0113858355568465	0.009456175738238289	0.03469454059330306		0.028999729637331603		0.020585980355919905	0.018067545505886243					0.002590289408822662	0.002590289408822662	0.46153846153846156	40.03205033649573
276	1285	1295	scaf_stapDX_3	scaf_stapSXEND5_0	rO66v2	11	0.003066436668600018		0.002409343096757157	0.0016270888445632748	0.0026695445337422095	0.00260858123197371					0.004689769189621854	0.004689769189621854	0.003066436668600018		0.002409343096757157	0.0016270888445632748	0.00213084299253399	0.0019454981108532699	0.6363636363636364	41.20451804913648
277	1296	1303	scaf_stapSX_3	scaf_stapEND5_0	rO66v2	8					0.0063057267874773995	0.0063057267874773995					0.008117680896783885	0.008117680896783885					0.0038048846826710435	0.0038048846826710435	0.375	5.346680129297738
278	1304	1309	scaf_stapEND3_0	scaf_scafDX_5	rO66v2	6					0.005524281079766062	0.005524281079766062					0.005657262751866153	0.005657262751866153					0.005394425323129009	0.005394425323129009	0.8333333333333334	3.0564322979613507
279	1310	1327	scaf_scafDX_3	scaf_stapSX_5	rO66v2	18					0.0046400614492134356	0.0046400614492134356					0.01161731045495907	0.01161731045495907					0.0022266822203281535	0.0022266822203281535	0.6111111111111112	62.06735238477762
280	1328	1338	scaf_stapSXEND3_0	scaf_stapDX_5	rO66v2	11	0.0065834517864637124	0.01337967672952416		0.008223056699062089	0.006546651829982879	0.005668225066570794		0.01337967672952416		0.008223056699062089	0.010689153731015338	0.00991842142989017	0.0065834517864637124				0.003405026317891723	0.0024488031755921483	0.6363636363636364	37.35860780502344
281	1339	1347	scaf_stapDX_3	scaf_vertex_5	rO66v2	9		0.01018807938057312			0.006239400238355837	0.004882790688636049					0.006245517949515956	0.006245517949515956		0.01018807938057312			0.006236343630337702	0.003817400750706146	0.6666666666666666	30.420862752922346
282	1348	1360	scaf_vertex_3	scaf_stapSXEND5_0	rO66v2	13			0.0254451663153626		0.007866880529801137	0.007866880529801137			0.0254451663153626		0.011630315104856905	0.011630315104856905					0.001113930055124088	0.001113930055124088	0.5384615384615384	36.02050953672153
283	1361	1371	scaf_stapSX_3	scaf_stapSXEND5_0	rO66v2	11				0.006207969745410649	0.00949308169531149	0.00949308169531149					0.012195803530959297	0.012195803530959297				0.006207969745410649	0.00651932176812114	0.00651932176812114	0.18181818181818182	21.54980628718596
284	1372	1379	scaf_stapSX_3	scaf_stapEND5_0	rO66v2	8					0.011687903476757253	0.011687903476757253					0.01729720602451113	0.01729720602451113					0.007897638930149432	0.007897638930149432	0.5	9.62143339563056
285	1380	1385	scaf_stapEND3_0	scaf_scafDX_5	rO66v2	6		0.05712333451220605		0.05614708120546808	0.056633104290546785	0.056147081205468075				0.05614708120546808	0.056147081205468075	0.056147081205468075		0.05712333451220605			0.057123334512206046		0.3333333333333333	-25.124096728644275
286	1386	1403	scaf_scafDX_3	scaf_stapSX_5	rO66v2	18				0.015069345914262946	0.00855366248922495	0.00855366248922495				0.015069345914262946	0.014076459770385087	0.014076459770385087					0.0031584168111407547	0.0031584168111407547	0.7222222222222222	60.97698357660727
287	1404	1414	scaf_stapSXEND3_0	scaf_stapSX_5	rO66v2	11	0.03160307178863284		0.014844056689631109		0.013014031682292778	0.009682170221603708	0.03160307178863284		0.014844056689631109		0.016578192548633176	0.012007182741709421					0.006295582221656364	0.006295582221656364	0.36363636363636365	28.887959747658613
288	1415	1423	scaf_stapSXEND3_0	scaf_vertex_5	rO66v2	9				0.0036046275941094092	0.002505800923532683	0.002505800923532683										0.0036046275941094092	0.002505800923532683	0.002505800923532683	1.0	49.60739508369164
289	1424	1436	scaf_vertex_3	scaf_stapDX_5	rO66v2	13	0.03544550467540919		0.0063706786298669766		0.004735829969577881	0.002863220770346941	0.03544550467540919				0.03544550467540919				0.0063706786298669766		0.002863220770346941	0.002863220770346941	0.6923076923076923	55.745392800355035
290	1437	1447	scaf_stapDX_3	scaf_stapSXEND5_0	rO66v2	11					0.006237259212279686	0.006237259212279686					0.007972725514124764	0.007972725514124764					0.003817400750706146	0.003817400750706146	0.36363636363636365	28.980025820587798
291	1448	1455	scaf_stapSX_3	scaf_stapEND5_0	rO66v2	8	0.01130200943569721				0.00606454837130875	0.0032541776891265497	0.01130200943569721				0.01130200943569721						0.0032541776891265497	0.0032541776891265497	0.625	25.080477918627366
